b,d,converted,firstBit,secondBit,thirdBit,firstBitInvert,secondBitInvert,thirdBitInvert
404,236.00205128205127,11101101.282051282,1.0,1.0,0.0001282051282051,0.0,0.0,0.9998717948717949
405,236.0,11101089.743589744,1.0,0.9998717948717948,0.0002564102564102,0.0,0.00012820512820521657,0.9997435897435898
406,235.99589743589743,11101087.17948718,1.0,0.9998717948717948,0.0,0.0,0.00012820512820521657,1.0
407,236.0,11101100.0,1.0,1.0,0.0,0.0,0.0,1.0
408,236.00205128205127,11101101.282051282,1.0,1.0,0.0001282051282051,0.0,0.0,0.9998717948717949
409,235.99794871794876,11101088.461538462,1.0,0.9998717948717948,0.0001282051282051,0.0,0.00012820512820521657,0.9998717948717949
410,236.00205128205127,11101101.282051282,1.0,1.0,0.0001282051282051,0.0,0.0,0.9998717948717949
411,235.99589743589743,11101076.923076924,1.0,0.9997435897435898,0.0002564102564102,0.0,0.0002564102564102111,0.9997435897435898
412,235.99794871794876,11101088.461538462,1.0,0.9998717948717948,0.0001282051282051,0.0,0.00012820512820521657,0.9998717948717949
413,235.9774358974359,11101024.358974358,1.0,0.9992307692307691,0.0001282051282051,0.0,0.0007692307692308553,0.9998717948717949
414,235.9774358974359,11101024.358974358,1.0,0.9992307692307691,0.0001282051282051,0.0,0.0007692307692308553,0.9998717948717949
415,235.99179487179487,11101074.358974358,1.0,0.9997435897435898,0.0,0.0,0.0002564102564102111,1.0
416,235.9774358974359,11101024.358974358,1.0,0.9992307692307691,0.0001282051282051,0.0,0.0007692307692308553,0.9998717948717949
417,235.9425641025641,11100920.512820512,1.0,0.9982051282051282,0.0,0.0,0.0017948717948718107,1.0
418,235.9589743589744,11100971.794871794,1.0,0.9987179487179488,0.0,0.0,0.0012820512820511665,1.0
419,235.92205128205129,11100846.153846154,1.0,0.9974358974358974,0.0002564102564102,0.0,0.002564102564102555,0.9997435897435898
420,235.94666666666663,11100923.076923076,1.0,0.9982051282051282,0.0002564102564102,0.0,0.0017948717948718107,0.9997435897435898
421,235.9405128205128,11100908.974358974,1.0,0.9980769230769232,0.0001282051282051,0.0,0.0019230769230768052,0.9998717948717949
422,235.89128205128205,11100755.128205128,1.0,0.9965384615384616,0.0001282051282051,0.0,0.003461538461538405,0.9998717948717949
423,235.86871794871797,11100679.487179488,1.0,0.9957692307692309,0.0002564102564102,0.0,0.004230769230769149,0.9997435897435898
424,235.80102564102563,11100462.82051282,1.0,0.9935897435897436,0.0003846153846153,0.0,0.0064102564102563875,0.9996153846153847
425,235.80307692307693,11100484.615384616,1.0,0.9938461538461538,0.0,0.0,0.006153846153846176,1.0
426,235.6553846153846,11100023.076923076,1.0,0.9892307692307692,0.0,0.0,0.010769230769230753,1.0
427,235.6697435897436,11100062.82051282,1.0,0.9896153846153846,0.0001282051282051,0.0,0.010384615384615437,0.9998717948717949
428,235.65128205128204,11100010.256410256,1.0,0.989102564102564,0.0,0.0,0.01089743589743597,1.0
429,235.505641025641,11099539.743589744,1.0,0.9843589743589743,0.0003846153846153,0.0,0.015641025641025652,0.9996153846153847
430,235.33333333333331,11099001.282051282,1.0,0.978974358974359,0.0003846153846153,0.0,0.021025641025640973,0.9996153846153847
431,235.19794871794872,11098578.205128206,1.0,0.9747435897435898,0.0003846153846153,0.0,0.025256410256410233,0.9996153846153847
432,235.08307692307693,11098229.487179488,1.0,0.9712820512820513,0.0001282051282051,0.0,0.02871794871794875,0.9998717948717949
433,234.88820512820516,11097625.641025642,1.0,0.9652564102564104,0.0,0.0,0.0347435897435896,1.0
434,234.63589743589745,11096832.051282052,1.0,0.9573076923076924,0.0001282051282051,0.0,0.042692307692307585,0.9998717948717949
435,234.5928205128205,11096692.307692308,1.0,0.955897435897436,0.0002564102564102,0.0,0.04410256410256397,0.9997435897435898
436,234.10666666666663,11095167.948717948,1.0,0.9406410256410256,0.0003846153846153,0.0,0.059358974358974415,0.9996153846153847
437,233.68820512820517,11093870.512820512,1.0,0.9276923076923076,0.0001282051282051,0.0,0.0723076923076924,0.9998717948717949
438,233.43384615384616,11093075.641025642,1.0,0.9197435897435896,0.0001282051282051,0.0,0.0802564102564104,0.9998717948717949
439,233.04820512820515,11091870.512820512,1.0,0.9076923076923076,0.0001282051282051,0.0,0.09230769230769242,0.9998717948717949
440,232.59897435897437,11090235.897435898,0.9997435897435898,0.8938461538461538,0.0007692307692307,0.0002564102564102111,0.10615384615384615,0.9992307692307693
441,232.2235897435897,11089293.58974359,1.0,0.8819230769230769,0.0001282051282051,0.0,0.11807692307692308,0.9998717948717949
442,231.44,11086834.615384616,1.0,0.8573076923076923,0.0003846153846153,0.0,0.14269230769230767,0.9996153846153847
443,231.24102564102563,11086207.692307692,1.0,0.851025641025641,0.0005128205128205,0.0,0.14897435897435896,0.9994871794871795
444,230.2276923076923,11083030.76923077,1.0,0.8192307692307692,0.0007692307692307,0.0,0.1807692307692308,0.9992307692307693
445,229.60410256410256,11081102.564102564,1.0,0.8,0.0002564102564102,0.0,0.19999999999999996,0.9997435897435898
446,229.15692307692308,11079705.128205128,1.0,0.786025641025641,0.0002564102564102,0.0,0.213974358974359,0.9997435897435898
447,228.30564102564105,11077039.743589744,1.0,0.7593589743589744,0.0003846153846153,0.0,0.24064102564102563,0.9996153846153847
448,227.30461538461535,11073891.025641026,1.0,0.7278205128205129,0.0008974358974358,0.0,0.27217948717948715,0.9991025641025642
449,226.56,11071569.23076923,1.0,0.7046153846153846,0.0007692307692307,0.0,0.29538461538461536,0.9992307692307693
450,225.90358974358972,11069538.461538462,1.0,0.6843589743589743,0.0002564102564102,0.0,0.3156410256410257,0.9997435897435898
451,224.65435897435896,11065598.717948718,1.0,0.6448717948717949,0.0011538461538461,0.0,0.3551282051282051,0.9988461538461539
452,224.0451282051282,11063700.0,1.0,0.6258974358974358,0.001025641025641,0.0,0.37410256410256415,0.998974358974359
453,223.00717948717949,11060415.384615384,1.0,0.592948717948718,0.002051282051282,0.0,0.40705128205128205,0.997948717948718
454,221.7394871794872,11056484.615384616,1.0,0.5537179487179488,0.0012820512820512,0.0,0.44628205128205123,0.9987179487179488
455,220.7774358974359,11053493.58974359,1.0,0.5238461538461539,0.0008974358974358,0.0,0.47615384615384615,0.9991025641025642
456,219.64307692307693,11049943.58974359,1.0,0.4883333333333333,0.001025641025641,0.0,0.5116666666666667,0.998974358974359
457,218.6646153846154,11046778.205128206,0.9998717948717948,0.4579487179487179,0.0011538461538461,0.00012820512820521657,0.5420512820512822,0.9988461538461539
458,217.6738461538461,11043656.41025641,0.9998717948717948,0.4266666666666667,0.0017948717948717,0.00012820512820521657,0.5733333333333333,0.9982051282051283
459,216.8205128205128,11041092.307692308,1.0,0.3997435897435897,0.0017948717948717,0.0,0.6002564102564103,0.9982051282051283
460,215.73128205128205,11036124.358974358,0.9996153846153846,0.3666666666666666,0.0024358974358974,0.00038461538461542766,0.6333333333333334,0.9975641025641026
461,214.9907692307692,11035384.615384616,1.0,0.3426923076923077,0.0015384615384615,0.0,0.6573076923076924,0.9984615384615385
462,214.5025641025641,11033725.641025642,0.9998717948717948,0.3273076923076923,0.0023076923076923,0.00012820512820521657,0.6726923076923077,0.9976923076923077
463,213.32717948717948,11030119.23076923,1.0,0.2898717948717949,0.0032051282051282,0.0,0.7101282051282052,0.9967948717948718
464,212.2235897435897,11026721.794871794,1.0,0.256025641025641,0.0019230769230769,0.0,0.743974358974359,0.9980769230769231
465,211.2205128205128,11023571.794871794,1.0,0.2244871794871795,0.0023076923076923,0.0,0.7755128205128206,0.9976923076923077
466,210.8697435897436,11021250.0,1.0,0.2141025641025641,0.0021794871794871,0.0,0.7858974358974359,0.9978205128205129
467,210.07179487179488,11015961.538461538,0.9996153846153846,0.1906410256410256,0.0028205128205128,0.00038461538461542766,0.8093589743589744,0.9971794871794872
468,209.3948717948718,11017897.435897436,1.0,0.1678205128205128,0.0015384615384615,0.0,0.8321794871794872,0.9984615384615385
469,208.74461538461537,11015757.692307692,0.9998717948717948,0.1476923076923077,0.0016666666666666,0.00012820512820521657,0.8523076923076923,0.9983333333333334
470,208.33435897435896,11014444.871794872,0.9998717948717948,0.1344871794871794,0.0024358974358974,0.00012820512820521657,0.8655128205128206,0.9975641025641026
471,207.6020512820513,11012274.358974358,1.0,0.1115384615384615,0.002051282051282,0.0,0.8884615384615385,0.997948717948718
472,207.44,11011752.564102564,1.0,0.1062820512820512,0.0024358974358974,0.0,0.8937179487179487,0.9975641025641026
473,206.8717948717949,11009879.487179488,0.9998717948717948,0.0888461538461538,0.0023076923076923,0.00012820512820521657,0.9111538461538462,0.9976923076923077
474,206.494358974359,11008802.564102564,1.0,0.0767948717948718,0.0023076923076923,0.0,0.9232051282051282,0.9976923076923077
475,206.17641025641024,11007732.051282052,0.9998717948717948,0.0674358974358974,0.0016666666666666,0.00012820512820521657,0.9325641025641026,0.9983333333333334
476,205.8092307692308,11006579.487179488,0.9998717948717948,0.0558974358974359,0.0017948717948717,0.00012820512820521657,0.9441025641025641,0.9982051282051283
477,205.6697435897436,11006225.641025642,1.0,0.051025641025641,0.0023076923076923,0.0,0.948974358974359,0.9976923076923077
478,205.36,11005221.794871794,1.0,0.0408974358974359,0.0032051282051282,0.0,0.9591025641025641,0.9967948717948718
479,205.1323076923077,11004515.384615384,1.0,0.0338461538461538,0.003076923076923,0.0,0.9661538461538463,0.996923076923077
480,204.99487179487176,11004029.487179488,0.9998717948717948,0.0303846153846153,0.0019230769230769,0.00012820512820521657,0.9696153846153847,0.9980769230769231
481,204.89846153846156,11003846.153846154,1.0,0.0273076923076923,0.0015384615384615,0.0,0.9726923076923077,0.9984615384615385
482,204.68102564102563,11003135.897435898,1.0,0.0201282051282051,0.0023076923076923,0.0,0.9798717948717949,0.9976923076923077
483,204.5805128205128,11002806.41025641,1.0,0.0167948717948717,0.0026923076923076,0.0,0.9832051282051283,0.9973076923076925
484,204.48,11002394.871794872,0.9998717948717948,0.0139743589743589,0.0025641025641025,0.00012820512820521657,0.986025641025641,0.9974358974358974
485,204.40615384615384,11002184.615384616,0.9998717948717948,0.0119230769230769,0.002051282051282,0.00012820512820521657,0.9880769230769231,0.997948717948718
486,204.3302564102564,10998137.17948718,0.9997435897435898,0.0111538461538461,0.0024358974358974,0.0002564102564102111,0.9888461538461539,0.9975641025641026
487,204.3220512820513,11001916.666666666,0.9998717948717948,0.0092307692307692,0.0021794871794871,0.00012820512820521657,0.9907692307692308,0.9978205128205129
488,204.2892307692308,11001906.41025641,1.0,0.0078205128205128,0.0024358974358974,0.0,0.9921794871794872,0.9975641025641026
489,204.15589743589743,11001402.564102564,0.9998717948717948,0.0041025641025641,0.002051282051282,0.00012820512820521657,0.9958974358974358,0.997948717948718
490,204.1476923076923,11001469.23076923,1.0,0.0034615384615384,0.0023076923076923,0.0,0.9965384615384616,0.9976923076923077
491,204.1702564102564,11001544.871794872,1.0,0.0042307692307692,0.0021794871794871,0.0,0.9957692307692309,0.9978205128205129
492,204.1394871794872,11001464.102564102,1.0,0.0034615384615384,0.0017948717948717,0.0,0.9965384615384616,0.9982051282051283
493,204.0902564102564,11001300.0,1.0,0.0017948717948717,0.002051282051282,0.0,0.9982051282051283,0.997948717948718
494,204.07589743589745,11001260.256410256,1.0,0.0014102564102564,0.0019230769230769,0.0,0.9985897435897436,0.9980769230769231
495,204.1148717948718,11001356.41025641,1.0,0.0023076923076923,0.0025641025641025,0.0,0.9976923076923077,0.9974358974358974
496,204.09230769230768,11001280.76923077,1.0,0.0015384615384615,0.0026923076923076,0.0,0.9984615384615385,0.9973076923076925
497,204.0533333333333,10999605.128205128,0.9996153846153846,0.0014102564102564,0.003076923076923,0.00038461538461542766,0.9985897435897436,0.996923076923077
498,203.9692307692308,10994198.717948718,0.9993589743589744,0.0011538461538461,0.0034615384615384,0.0006410256410256387,0.9988461538461539,0.9965384615384616
499,204.06153846153848,11000964.102564102,0.9997435897435898,0.0008974358974358,0.003076923076923,0.0002564102564102111,0.9991025641025642,0.996923076923077
500,204.05128205128204,10999716.666666666,0.9997435897435898,0.0012820512820512,0.0026923076923076,0.0002564102564102111,0.9987179487179488,0.9973076923076925
501,204.0533333333333,11001184.615384616,1.0,0.0006410256410256,0.002051282051282,0.0,0.9993589743589744,0.997948717948718
502,204.0574358974359,11001166.666666666,1.0,0.0003846153846153,0.0028205128205128,0.0,0.9996153846153847,0.9971794871794872
503,204.02051282051283,11000989.743589744,0.9998717948717948,0.0,0.0017948717948717,0.00012820512820521657,1.0,0.9982051282051283
504,204.0328205128205,11001120.512820512,1.0,0.0,0.002051282051282,0.0,1.0,0.997948717948718
505,204.02871794871797,11001117.948717948,1.0,0.0,0.0017948717948717,0.0,1.0,0.9982051282051283
506,204.02461538461537,11001115.384615384,1.0,0.0,0.0015384615384615,0.0,1.0,0.9984615384615385
507,204.0389743589744,11001124.358974358,1.0,0.0,0.0024358974358974,0.0,1.0,0.9975641025641026
508,204.04717948717948,11001129.487179488,1.0,0.0,0.0029487179487179,0.0,1.0,0.9970512820512821
509,204.02461538461537,11001115.384615384,1.0,0.0,0.0015384615384615,0.0,1.0,0.9984615384615385
510,204.0389743589744,11001124.358974358,1.0,0.0,0.0024358974358974,0.0,1.0,0.9975641025641026
511,204.0553846153846,11001134.615384616,1.0,0.0,0.0034615384615384,0.0,1.0,0.9965384615384616
512,204.0328205128205,10999848.717948718,1.0,0.0,0.003076923076923,0.0,1.0,0.996923076923077
513,204.03076923076924,11000996.153846154,0.9998717948717948,0.0,0.0024358974358974,0.00012820512820521657,1.0,0.9975641025641026
514,204.02666666666667,11000993.58974359,0.9998717948717948,0.0,0.0021794871794871,0.00012820512820521657,1.0,0.9978205128205129
515,204.0430769230769,11001126.923076924,1.0,0.0,0.0026923076923076,0.0,1.0,0.9973076923076925
516,204.0533333333333,11001133.333333334,1.0,0.0,0.0033333333333333,0.0,1.0,0.9966666666666667
517,204.04102564102564,11001125.641025642,1.0,0.0,0.0025641025641025,0.0,1.0,0.9974358974358974
518,204.0594871794872,11001137.17948718,1.0,0.0,0.0037179487179487,0.0,1.0,0.9962820512820513
519,204.0553846153846,11001134.615384616,1.0,0.0,0.0034615384615384,0.0,1.0,0.9965384615384616
520,204.03076923076924,11000996.153846154,0.9998717948717948,0.0,0.0024358974358974,0.00012820512820521657,1.0,0.9975641025641026
521,204.05128205128204,11001132.051282052,1.0,0.0,0.0032051282051282,0.0,1.0,0.9967948717948718
522,204.02871794871797,11000994.871794872,0.9998717948717948,0.0,0.0023076923076923,0.00012820512820521657,1.0,0.9976923076923077
523,204.0348717948718,11001121.794871794,1.0,0.0,0.0021794871794871,0.0,1.0,0.9978205128205129
524,204.0492307692308,11001130.76923077,1.0,0.0,0.003076923076923,0.0,1.0,0.996923076923077
525,204.02871794871797,11000994.871794872,0.9998717948717948,0.0,0.0023076923076923,0.00012820512820521657,1.0,0.9976923076923077
526,204.03692307692307,11001123.076923076,1.0,0.0,0.0023076923076923,0.0,1.0,0.9976923076923077
527,204.0328205128205,11001120.512820512,1.0,0.0,0.002051282051282,0.0,1.0,0.997948717948718
528,204.03692307692307,11001000.0,0.9998717948717948,0.0,0.0028205128205128,0.00012820512820521657,1.0,0.9971794871794872
529,204.0225641025641,11000991.025641026,0.9998717948717948,0.0,0.0019230769230769,0.00012820512820521657,1.0,0.9980769230769231
530,204.03076923076924,11000873.076923076,0.9997435897435898,0.0,0.0029487179487179,0.0002564102564102111,1.0,0.9970512820512821
531,204.03076923076924,11001119.23076923,1.0,0.0,0.0019230769230769,0.0,1.0,0.9980769230769231
532,204.01435897435897,11001108.974358974,1.0,0.0,0.0008974358974358,0.0,1.0,0.9991025641025642
533,204.0389743589744,11001124.358974358,1.0,0.0,0.0024358974358974,0.0,1.0,0.9975641025641026
534,204.01641025641027,11000987.17948718,0.9998717948717948,0.0,0.0015384615384615,0.00012820512820521657,1.0,0.9984615384615385
535,204.0328205128205,11001120.512820512,1.0,0.0,0.002051282051282,0.0,1.0,0.997948717948718
536,204.05128205128204,11001132.051282052,1.0,0.0,0.0032051282051282,0.0,1.0,0.9967948717948718
537,204.0451282051282,11001128.205128206,1.0,0.0,0.0028205128205128,0.0,1.0,0.9971794871794872
538,204.0451282051282,11001128.205128206,1.0,0.0,0.0028205128205128,0.0,1.0,0.9971794871794872
539,204.0430769230769,11001126.923076924,1.0,0.0,0.0026923076923076,0.0,1.0,0.9973076923076925
540,204.0328205128205,11001120.512820512,1.0,0.0,0.002051282051282,0.0,1.0,0.997948717948718
541,204.0492307692308,11001130.76923077,1.0,0.0,0.003076923076923,0.0,1.0,0.996923076923077
542,204.0328205128205,11001120.512820512,1.0,0.0,0.002051282051282,0.0,1.0,0.997948717948718
543,204.0451282051282,11001128.205128206,1.0,0.0,0.0028205128205128,0.0,1.0,0.9971794871794872
544,204.02666666666667,11000993.58974359,0.9998717948717948,0.0,0.0021794871794871,0.00012820512820521657,1.0,0.9978205128205129
545,204.03076923076924,11001119.23076923,1.0,0.0,0.0019230769230769,0.0,1.0,0.9980769230769231
546,204.04102564102564,11001002.564102564,0.9998717948717948,0.0,0.003076923076923,0.00012820512820521657,1.0,0.996923076923077
547,204.03076923076924,11001119.23076923,1.0,0.0,0.0019230769230769,0.0,1.0,0.9980769230769231
548,204.0389743589744,11001124.358974358,1.0,0.0,0.0024358974358974,0.0,1.0,0.9975641025641026
549,204.03076923076924,11001119.23076923,1.0,0.0,0.0019230769230769,0.0,1.0,0.9980769230769231
550,204.03692307692307,11001123.076923076,1.0,0.0,0.0023076923076923,0.0,1.0,0.9976923076923077
551,204.02871794871797,11000871.794871794,0.9997435897435898,0.0,0.0028205128205128,0.0002564102564102111,1.0,0.9971794871794872
552,204.03076923076924,11001119.23076923,1.0,0.0,0.0019230769230769,0.0,1.0,0.9980769230769231
553,204.06153846153848,11001138.461538462,1.0,0.0,0.0038461538461538,0.0,1.0,0.9961538461538462
554,204.0225641025641,11001114.102564102,1.0,0.0,0.0014102564102564,0.0,1.0,0.9985897435897436
555,204.04102564102564,11001125.641025642,1.0,0.0,0.0025641025641025,0.0,1.0,0.9974358974358974
556,204.02666666666667,11001116.666666666,1.0,0.0,0.0016666666666666,0.0,1.0,0.9983333333333334
557,204.03692307692307,11001123.076923076,1.0,0.0,0.0023076923076923,0.0,1.0,0.9976923076923077
558,204.02461538461537,11001115.384615384,1.0,0.0,0.0015384615384615,0.0,1.0,0.9984615384615385
559,204.03692307692307,11001123.076923076,1.0,0.0,0.0023076923076923,0.0,1.0,0.9976923076923077
560,204.03692307692307,11001123.076923076,1.0,0.0,0.0023076923076923,0.0,1.0,0.9976923076923077
561,204.0389743589744,11001124.358974358,1.0,0.0,0.0024358974358974,0.0,1.0,0.9975641025641026
562,204.0594871794872,11001137.17948718,1.0,0.0,0.0037179487179487,0.0,1.0,0.9962820512820513
563,204.0451282051282,11001128.205128206,1.0,0.0,0.0028205128205128,0.0,1.0,0.9971794871794872
564,204.0348717948718,11001121.794871794,1.0,0.0,0.0021794871794871,0.0,1.0,0.9978205128205129
565,204.0492307692308,11001130.76923077,1.0,0.0,0.003076923076923,0.0,1.0,0.996923076923077
566,204.03076923076924,11001119.23076923,1.0,0.0,0.0019230769230769,0.0,1.0,0.9980769230769231
567,204.02666666666667,11001116.666666666,1.0,0.0,0.0016666666666666,0.0,1.0,0.9983333333333334
568,204.0451282051282,11001128.205128206,1.0,0.0,0.0028205128205128,0.0,1.0,0.9971794871794872
569,204.05128205128204,11001132.051282052,1.0,0.0,0.0032051282051282,0.0,1.0,0.9967948717948718
570,204.0492307692308,11001130.76923077,1.0,0.0,0.003076923076923,0.0,1.0,0.996923076923077
571,204.02666666666667,11001116.666666666,1.0,0.0,0.0016666666666666,0.0,1.0,0.9983333333333334
572,204.04102564102564,11001125.641025642,1.0,0.0,0.0025641025641025,0.0,1.0,0.9974358974358974
573,204.0451282051282,11001005.128205128,0.9998717948717948,0.0,0.0033333333333333,0.00012820512820521657,1.0,0.9966666666666667
574,204.02871794871797,11001117.948717948,1.0,0.0,0.0017948717948717,0.0,1.0,0.9982051282051283
575,204.0348717948718,11000998.717948718,0.9998717948717948,0.0,0.0026923076923076,0.00012820512820521657,1.0,0.9973076923076925
576,204.04717948717948,11001129.487179488,1.0,0.0,0.0029487179487179,0.0,1.0,0.9970512820512821
577,204.0389743589744,11001124.358974358,1.0,0.0,0.0024358974358974,0.0,1.0,0.9975641025641026
578,204.0348717948718,11001121.794871794,1.0,0.0,0.0021794871794871,0.0,1.0,0.9978205128205129
579,204.01435897435897,11000985.897435898,0.9998717948717948,0.0,0.0014102564102564,0.00012820512820521657,1.0,0.9985897435897436
580,204.0389743589744,11001124.358974358,1.0,0.0,0.0024358974358974,0.0,1.0,0.9975641025641026
581,204.0328205128205,11000997.435897436,0.9998717948717948,0.0,0.0025641025641025,0.00012820512820521657,1.0,0.9974358974358974
582,204.0348717948718,11001121.794871794,1.0,0.0,0.0021794871794871,0.0,1.0,0.9978205128205129
583,204.02666666666667,11000993.58974359,0.9998717948717948,0.0,0.0021794871794871,0.00012820512820521657,1.0,0.9978205128205129
584,204.0451282051282,11001128.205128206,1.0,0.0,0.0028205128205128,0.0,1.0,0.9971794871794872
585,204.0328205128205,11001120.512820512,1.0,0.0,0.002051282051282,0.0,1.0,0.997948717948718
586,204.03076923076924,11001119.23076923,1.0,0.0,0.0019230769230769,0.0,1.0,0.9980769230769231
587,204.04717948717948,11001129.487179488,1.0,0.0,0.0029487179487179,0.0,1.0,0.9970512820512821
588,204.0492307692308,11001130.76923077,1.0,0.0,0.003076923076923,0.0,1.0,0.996923076923077
589,204.0676923076923,11001142.307692308,1.0,0.0,0.0042307692307692,0.0,1.0,0.9957692307692309
590,204.03692307692307,11001123.076923076,1.0,0.0,0.0023076923076923,0.0,1.0,0.9976923076923077
591,204.0451282051282,11001005.128205128,0.9998717948717948,0.0,0.0033333333333333,0.00012820512820521657,1.0,0.9966666666666667
592,204.05128205128204,11001132.051282052,1.0,0.0,0.0032051282051282,0.0,1.0,0.9967948717948718
593,204.0430769230769,11001126.923076924,1.0,0.0,0.0026923076923076,0.0,1.0,0.9973076923076925
594,204.02871794871797,11001117.948717948,1.0,0.0,0.0017948717948717,0.0,1.0,0.9982051282051283
595,204.0348717948718,11001121.794871794,1.0,0.0,0.0021794871794871,0.0,1.0,0.9978205128205129
596,204.0451282051282,11001128.205128206,1.0,0.0,0.0028205128205128,0.0,1.0,0.9971794871794872
597,204.03692307692307,11001123.076923076,1.0,0.0,0.0023076923076923,0.0,1.0,0.9976923076923077
598,204.03076923076924,11000996.153846154,0.9998717948717948,0.0,0.0024358974358974,0.00012820512820521657,1.0,0.9975641025641026
599,204.0389743589744,11001124.358974358,1.0,0.0,0.0024358974358974,0.0,1.0,0.9975641025641026
600,204.01641025641027,11000987.17948718,0.9998717948717948,0.0,0.0015384615384615,0.00012820512820521657,1.0,0.9984615384615385
601,204.0451282051282,11001128.205128206,1.0,0.0,0.0028205128205128,0.0,1.0,0.9971794871794872
602,204.0492307692308,11001130.76923077,1.0,0.0,0.003076923076923,0.0,1.0,0.996923076923077
603,204.0533333333333,11001133.333333334,1.0,0.0,0.0033333333333333,0.0,1.0,0.9966666666666667
604,204.0451282051282,11001128.205128206,1.0,0.0,0.0028205128205128,0.0,1.0,0.9971794871794872
605,204.04102564102564,11001125.641025642,1.0,0.0,0.0025641025641025,0.0,1.0,0.9974358974358974
606,204.04102564102564,11001125.641025642,1.0,0.0,0.0025641025641025,0.0,1.0,0.9974358974358974
607,204.0348717948718,11001121.794871794,1.0,0.0,0.0021794871794871,0.0,1.0,0.9978205128205129
608,204.04102564102564,11001125.641025642,1.0,0.0,0.0025641025641025,0.0,1.0,0.9974358974358974
609,204.01435897435897,11000862.82051282,0.9997435897435898,0.0,0.0019230769230769,0.0002564102564102111,1.0,0.9980769230769231
610,204.05128205128204,11001132.051282052,1.0,0.0,0.0032051282051282,0.0,1.0,0.9967948717948718
611,204.0451282051282,11001128.205128206,1.0,0.0,0.0028205128205128,0.0,1.0,0.9971794871794872
612,204.03692307692307,11001000.0,0.9998717948717948,0.0,0.0028205128205128,0.00012820512820521657,1.0,0.9971794871794872
613,204.02871794871797,11001117.948717948,1.0,0.0,0.0017948717948717,0.0,1.0,0.9982051282051283
614,204.03076923076924,11001119.23076923,1.0,0.0,0.0019230769230769,0.0,1.0,0.9980769230769231
615,204.0348717948718,11001121.794871794,1.0,0.0,0.0021794871794871,0.0,1.0,0.9978205128205129
616,204.02666666666667,11001116.666666666,1.0,0.0,0.0016666666666666,0.0,1.0,0.9983333333333334
617,204.03692307692307,11001123.076923076,1.0,0.0,0.0023076923076923,0.0,1.0,0.9976923076923077
618,204.04102564102564,11001125.641025642,1.0,0.0,0.0025641025641025,0.0,1.0,0.9974358974358974
619,204.0348717948718,11001121.794871794,1.0,0.0,0.0021794871794871,0.0,1.0,0.9978205128205129
620,204.0389743589744,11001124.358974358,1.0,0.0,0.0024358974358974,0.0,1.0,0.9975641025641026
621,204.04102564102564,11001125.641025642,1.0,0.0,0.0025641025641025,0.0,1.0,0.9974358974358974
622,204.0389743589744,11001124.358974358,1.0,0.0,0.0024358974358974,0.0,1.0,0.9975641025641026
623,204.03076923076924,11001119.23076923,1.0,0.0,0.0019230769230769,0.0,1.0,0.9980769230769231
624,204.02461538461537,11001115.384615384,1.0,0.0,0.0015384615384615,0.0,1.0,0.9984615384615385
625,204.02666666666667,11001116.666666666,1.0,0.0,0.0016666666666666,0.0,1.0,0.9983333333333334
626,204.0451282051282,11001128.205128206,1.0,0.0,0.0028205128205128,0.0,1.0,0.9971794871794872
627,204.02051282051283,11000989.743589744,0.9998717948717948,0.0,0.0017948717948717,0.00012820512820521657,1.0,0.9982051282051283
628,204.0389743589744,11001124.358974358,1.0,0.0,0.0024358974358974,0.0,1.0,0.9975641025641026
629,204.03692307692307,11001123.076923076,1.0,0.0,0.0023076923076923,0.0,1.0,0.9976923076923077
630,204.03076923076924,11001119.23076923,1.0,0.0,0.0019230769230769,0.0,1.0,0.9980769230769231
631,204.03692307692307,11001123.076923076,1.0,0.0,0.0023076923076923,0.0,1.0,0.9976923076923077
632,204.03076923076924,11001119.23076923,1.0,0.0,0.0019230769230769,0.0,1.0,0.9980769230769231
633,204.03692307692307,11001123.076923076,1.0,0.0,0.0023076923076923,0.0,1.0,0.9976923076923077
634,204.0533333333333,11001133.333333334,1.0,0.0,0.0033333333333333,0.0,1.0,0.9966666666666667
635,204.04102564102564,11001125.641025642,1.0,0.0,0.0025641025641025,0.0,1.0,0.9974358974358974
636,204.03692307692307,11001123.076923076,1.0,0.0,0.0023076923076923,0.0,1.0,0.9976923076923077
637,204.04102564102564,11001125.641025642,1.0,0.0,0.0025641025641025,0.0,1.0,0.9974358974358974
638,204.0492307692308,11001007.692307692,0.9998717948717948,0.0,0.0035897435897435,0.00012820512820521657,1.0,0.9964102564102565
639,204.02666666666667,11001116.666666666,1.0,0.0,0.0016666666666666,0.0,1.0,0.9983333333333334
640,204.04102564102564,11001125.641025642,1.0,0.0,0.0025641025641025,0.0,1.0,0.9974358974358974
641,204.0430769230769,11001126.923076924,1.0,0.0,0.0026923076923076,0.0,1.0,0.9973076923076925
642,204.0348717948718,11000998.717948718,0.9998717948717948,0.0,0.0026923076923076,0.00012820512820521657,1.0,0.9973076923076925
643,204.0430769230769,11001126.923076924,1.0,0.0,0.0026923076923076,0.0,1.0,0.9973076923076925
644,204.0451282051282,11001128.205128206,1.0,0.0,0.0028205128205128,0.0,1.0,0.9971794871794872
645,204.0389743589744,11001001.282051282,0.9998717948717948,0.0,0.0029487179487179,0.00012820512820521657,1.0,0.9970512820512821
646,204.01435897435897,11001108.974358974,1.0,0.0,0.0008974358974358,0.0,1.0,0.9991025641025642
